+----------------+---------+--------------+------------+--------------+------------------------------------------------------------------+
|     Matriz     | Tamanho | Complexidade |   Metodo   |    Tempo     |                          Erro Relativo                           |
+----------------+---------+--------------+------------+--------------+------------------------------------------------------------------+
|           1    |    50    |      2       | eliminacao | 4.027180e-02 | ['4.744456e-04', '4.149818e-04', '4.166210e-04', '4.688798e-04', '1.028928e-03', '4.269124e-04', '4.138379e-04', '4.546163e-04', '4.099737e-04', '4.762641e-04', '2.378623e-04', '4.316353e-04', '4.477837e-04', '9.843701e-04', '7.321699e-04', '4.313349e-04', '5.066657e-04', '4.198072e-04', '4.970789e-04', '3.797263e-04', '3.601269e-04', '4.110685e-04', '4.262444e-04', '1.989687e-04', '4.854809e-04', '4.125472e-04', '5.873182e-04', '4.190723e-04', '4.745818e-04', '4.422069e-04', '2.661052e-04', '3.936053e-04', '2.415021e-04', '4.166258e-04', '3.967116e-04', '4.081745e-04', '4.646244e-04', '5.829095e-04', '4.214590e-04', '3.955102e-04', '4.015689e-04', '4.401893e-04', '4.854745e-04', '4.265599e-04', '4.339737e-04', '4.482668e-04', '4.280266e-04', '4.747370e-04', '4.468341e-04', '4.263038e-04'] |
|           1    |    50    |      2       |  parcial   | 4.161704e-01 | ['3.069672e-05', '2.069143e-05', '2.344121e-05', '2.175545e-05', '2.225157e-06', '2.004382e-05', '2.041853e-05', '2.213948e-05', '2.102201e-05', '2.366645e-05', '1.175848e-05', '2.096820e-05', '2.296566e-05', '3.239630e-05', '5.702236e-05', '2.174133e-05', '1.216642e-05', '2.112640e-05', '2.201368e-05', '2.063160e-05', '1.761692e-05', '2.039599e-05', '2.144049e-05', '2.606391e-05', '2.023008e-05', '2.015708e-05', '2.008590e-05', '2.000879e-05', '2.237928e-05', '2.129254e-05', '9.879956e-06', '2.067627e-05', '2.716080e-06', '1.855414e-05', '1.738508e-05', '1.951785e-05', '2.347770e-05', '2.346323e-05', '2.009726e-05', '2.310557e-05', '2.621708e-05', '2.140661e-05', '2.160664e-05', '1.914505e-05', '2.031639e-05', '2.046086e-05', '2.076633e-05', '2.215796e-05', '2.518591e-05', '1.980878e-05'] |
|           1    |    50    |      2       |  completa  | 4.452081e-01 | ['2.508634e-06', '4.699213e-06', '6.724823e-06', '4.615302e-06', '1.856688e-05', '4.352739e-06', '3.464989e-06', '5.417770e-06', '3.821805e-06', '4.863534e-06', '1.701515e-06', '5.430131e-06', '6.290776e-06', '1.297103e-05', '9.620011e-06', '4.946106e-06', '9.071236e-06', '3.499826e-06', '2.098768e-06', '5.102898e-06', '4.206253e-06', '4.574918e-06', '5.867730e-06', '8.818624e-06', '3.610719e-06', '5.085241e-06', '4.622553e-06', '4.531049e-06', '4.407113e-06', '5.254519e-06', '5.302318e-06', '4.932048e-06', '7.732194e-07', '4.829942e-06', '3.741942e-06', '4.525134e-06', '7.216589e-06', '3.442001e-06', '4.795263e-06', '6.053626e-06', '5.591517e-06', '5.397662e-06', '5.747238e-06', '4.452480e-06', '4.511906e-06', '4.573020e-06', '4.255237e-06', '4.364731e-06', '6.590846e-06', '2.714853e-06'] |
|           2    |    50    |      2       | eliminacao | 4.055030e-02 | ['5.725032e-04', '4.168429e-03', '7.373007e-04', '3.785734e-04', '5.604148e-04', '3.490066e-04', '6.211260e-04', '6.699044e-04', '4.879429e-04', '4.630234e-04', '4.159717e-04', '1.203304e-03', '4.680369e-04', '9.323951e-04', '5.293363e-04', '7.021431e-04', '4.960727e-04', '6.370022e-04', '5.735617e-04', '5.243973e-04', '6.704151e-04', '4.681466e-04', '5.490442e-04', '6.194300e-04', '1.245141e-04', '4.580717e-04', '3.776924e-04', '6.036240e-04', '3.836054e-04', '5.042690e-04', '3.657920e-04', '4.242695e-04', '5.048295e-04', '2.965913e-05', '9.908101e-05', '5.775646e-04', '3.801360e-04', '4.987032e-04', '5.800064e-04', '5.558017e-04', '5.651573e-04', '4.325686e-04', '5.569890e-04', '6.006377e-04', '6.844332e-04', '5.677920e-04', '6.413645e-04', '8.481965e-04', '6.469533e-04', '5.379604e-04'] |
|           2    |    50    |      2       |  parcial   | 5.245139e-01 | ['6.806846e-06', '4.315296e-05', '6.159124e-06', '2.770938e-06', '7.136432e-06', '1.006480e-05', '7.593449e-06', '6.622317e-06', '5.889000e-06', '7.284983e-06', '7.392378e-06', '6.023612e-05', '8.357350e-06', '5.108428e-06', '7.429641e-06', '4.984976e-06', '8.603936e-06', '3.063312e-06', '6.523552e-06', '6.670229e-06', '5.193488e-06', '1.054630e-05', '6.768378e-06', '6.280718e-06', '1.737939e-05', '8.302204e-06', '6.414566e-06', '1.059217e-05', '1.127251e-05', '1.914932e-05', '1.484103e-05', '9.135077e-06', '2.053091e-06', '1.665778e-05', '1.575802e-05', '6.381705e-06', '8.380321e-06', '7.486924e-06', '1.624521e-05', '6.038001e-06', '6.691530e-06', '1.020971e-05', '6.970241e-06', '6.296688e-06', '7.144700e-06', '7.579030e-06', '6.235510e-06', '1.960601e-07', '5.689070e-06', '7.764327e-06'] |
|           2    |    50    |      2       |  completa  | 4.691950e-01 | ['2.274515e-05', '5.339729e-05', '2.471610e-05', '2.042059e-05', '2.236484e-05', '1.676013e-05', '2.720315e-05', '2.439522e-05', '2.482194e-05', '2.100887e-05', '1.665904e-05', '2.802119e-06', '2.137654e-05', '2.450323e-05', '2.189234e-05', '2.423489e-05', '1.914123e-05', '2.635696e-05', '2.248950e-05', '2.098012e-05', '2.166889e-05', '2.028253e-05', '2.101037e-05', '2.290471e-05', '6.596406e-06', '1.972408e-05', '1.690697e-05', '2.559202e-05', '2.081763e-05', '6.181500e-06', '2.613682e-07', '1.845223e-05', '2.846083e-05', '1.315739e-05', '2.083850e-05', '2.214481e-05', '1.744123e-05', '2.079621e-05', '1.339803e-05', '2.226166e-05', '2.193254e-05', '2.068929e-05', '2.163439e-05', '2.382870e-05', '2.659697e-05', '2.304730e-05', '2.385610e-05', '2.966167e-05', '2.334184e-05', '2.210473e-05'] |
|           3    |    50    |      2       | eliminacao | 3.946930e-02 | ['1.922178e-05', '1.122970e-05', '2.083592e-05', '3.779174e-05', '3.748382e-05', '3.281894e-03', '2.284943e-06', '3.079928e-06', '4.705557e-05', '9.818287e-06', '1.994349e-04', '1.662097e-05', '1.561687e-05', '9.322525e-05', '4.793599e-05', '8.177844e-05', '1.253639e-04', '7.861024e-05', '1.445723e-05', '1.005675e-05', '3.061218e-05', '2.987701e-05', '2.271229e-05', '3.292248e-04', '1.491515e-05', '1.379208e-06', '6.824059e-05', '6.634666e-05', '3.624231e-04', '1.499462e-05', '2.801579e-05', '4.507978e-05', '5.279122e-06', '5.953763e-06', '1.458450e-04', '2.534097e-04', '1.060890e-04', '7.597132e-06', '9.541869e-06', '6.519676e-05', '1.098053e-05', '1.904149e-05', '3.837532e-05', '8.699003e-06', '2.801810e-05', '1.818084e-05', '3.526712e-05', '2.106117e-05', '1.203281e-05', '1.994557e-05'] |
|           3    |    50    |      2       |  parcial   | 4.107058e-01 | ['2.229051e-06', '2.246158e-07', '4.237812e-06', '8.723249e-07', '2.235911e-06', '1.665181e-04', '1.212630e-06', '9.753108e-07', '1.909600e-06', '6.530414e-07', '3.258647e-06', '4.321798e-07', '2.879232e-06', '1.017531e-06', '1.483548e-06', '1.657665e-06', '1.661965e-06', '2.749321e-07', '1.997045e-06', '1.603291e-06', '6.534297e-07', '4.907655e-07', '1.791185e-06', '2.160106e-05', '1.768257e-07', '1.062058e-06', '1.941889e-06', '3.240367e-06', '4.275979e-06', '6.144078e-07', '3.525935e-07', '1.173563e-06', '8.754535e-07', '5.416847e-07', '1.458614e-06', '1.916123e-05', '2.026338e-06', '1.687973e-06', '7.847697e-07', '5.657042e-06', '1.664606e-06', '1.525535e-06', '7.875246e-07', '1.056006e-07', '6.940552e-07', '1.748027e-06', '7.249836e-07', '4.257608e-07', '9.749990e-07', '2.388747e-06'] |
|           3    |    50    |      2       |  completa  | 4.961954e-01 | ['1.348440e-06', '2.798024e-06', '1.760574e-06', '1.110520e-06', '3.397894e-06', '7.799799e-05', '1.527735e-06', '1.367712e-06', '8.664984e-07', '1.123913e-06', '2.564109e-06', '1.334561e-06', '2.722372e-06', '1.571953e-06', '2.952476e-06', '5.031744e-06', '2.748298e-06', '2.837631e-07', '1.999685e-06', '3.636313e-06', '1.089915e-06', '1.131986e-06', '2.880638e-06', '1.382943e-05', '3.532891e-06', '2.849467e-06', '3.611761e-06', '1.192749e-06', '1.772321e-05', '2.377958e-06', '2.106431e-06', '2.399942e-06', '2.861023e-06', '2.181299e-06', '2.564582e-06', '8.399957e-05', '7.573933e-06', '3.107294e-07', '2.320622e-06', '5.432801e-06', '1.560179e-06', '4.377416e-06', '2.149141e-06', '2.719740e-06', '1.370584e-06', '3.994752e-06', '1.411507e-06', '2.067555e-06', '2.678082e-06', '6.857825e-06'] |
