+----------------+---------+--------------+------------+--------------+------------------------------------------------------------------+
|     Matriz     | Tamanho | Complexidade |   Metodo   |    Tempo     |                          Erro Relativo                           |
+----------------+---------+--------------+------------+--------------+------------------------------------------------------------------+
|           1    |    25    |      2       | eliminacao | 5.121000e-03 | ['2.574051e-06', '9.560544e-07', '1.670199e-05', '1.026733e-06', '3.246933e-07', '2.540025e-05', '5.035747e-06', '2.728120e-05', '1.557813e-06', '1.405328e-07', '2.052294e-06', '4.968800e-06', '5.605046e-06', '2.909853e-06', '1.219160e-05', '6.535871e-06', '3.605994e-05', '5.753806e-06', '1.339495e-06', '6.804505e-07', '2.865791e-06', '7.005018e-07', '2.048988e-06', '1.192175e-06', '3.522219e-08'] |
|           1    |    25    |      2       |  parcial   | 5.444250e-02 | ['5.301957e-07', '7.462443e-08', '4.206768e-06', '7.475272e-07', '1.242011e-06', '9.439546e-06', '5.065445e-07', '1.401689e-05', '1.058830e-06', '3.545567e-07', '1.660495e-06', '3.301650e-06', '1.172003e-06', '4.085972e-07', '9.753419e-06', '2.021134e-05', '4.223765e-06', '2.549912e-06', '8.848296e-07', '1.352996e-06', '1.790262e-06', '5.601470e-07', '4.734973e-07', '6.951101e-07', '2.328784e-06'] |
|           1    |    25    |      2       |  completa  | 5.766250e-02 | ['1.281986e-08', '1.627674e-07', '3.560688e-06', '1.829907e-07', '3.246933e-07', '4.119197e-06', '1.156136e-06', '7.192651e-07', '4.974741e-07', '1.070119e-07', '8.096495e-07', '1.834553e-06', '1.220655e-07', '1.910961e-07', '1.875832e-06', '1.463072e-05', '6.784392e-08', '1.668844e-06', '1.703546e-07', '2.827619e-07', '7.147308e-07', '1.272605e-09', '1.444768e-07', '1.980450e-07', '1.055856e-06'] |
|           2    |    25    |      2       | eliminacao | 5.139100e-03 | ['3.009910e-04', '3.198971e-05', '5.899663e-05', '1.713290e-04', '1.291660e-04', '5.961821e-05', '8.702209e-05', '5.594596e-05', '1.975478e-04', '1.104058e-04', '1.000365e-03', '4.086281e-06', '8.494636e-04', '9.521830e-05', '4.118528e-05', '9.469378e-05', '5.258349e-04', '5.820864e-04', '1.605745e-04', '1.691281e-04', '1.349963e-04', '5.400433e-04', '1.436765e-03', '1.548383e-04', '1.446253e-04'] |
|           2    |    25    |      2       |  parcial   | 5.883090e-02 | ['9.749748e-07', '8.383428e-07', '2.883705e-07', '6.706204e-07', '7.333550e-07', '6.253648e-07', '1.753357e-07', '3.094958e-07', '1.105058e-06', '3.088092e-06', '3.374541e-06', '2.504923e-07', '1.906023e-06', '1.051445e-06', '4.448101e-07', '8.030477e-07', '4.256487e-06', '2.365638e-06', '1.324514e-07', '7.600241e-07', '7.950277e-07', '2.531331e-06', '4.306617e-06', '2.031801e-07', '8.583668e-07'] |
|           2    |    25    |      2       |  completa  | 5.727330e-02 | ['2.479219e-06', '4.952769e-07', '1.434585e-06', '1.298248e-06', '1.309970e-06', '1.138482e-06', '4.436115e-07', '6.416942e-07', '2.084312e-06', '2.384803e-06', '8.009649e-06', '2.412734e-07', '5.401294e-06', '1.406214e-06', '6.584925e-07', '1.594891e-06', '3.473795e-06', '6.009484e-06', '5.665182e-08', '1.636490e-06', '1.349850e-06', '2.307013e-06', '1.622472e-05', '2.044707e-06', '1.093934e-06'] |
|           3    |    25    |      2       | eliminacao | 5.041300e-03 | ['1.952923e-05', '2.679452e-05', '3.825365e-05', '2.879871e-06', '1.143667e-05', '1.393715e-05', '3.445246e-05', '9.296224e-07', '3.291403e-04', '8.251067e-05', '4.038019e-06', '7.353724e-06', '8.068951e-06', '1.354779e-05', '1.474033e-05', '1.021209e-05', '9.203192e-06', '2.458689e-05', '7.395145e-06', '9.668862e-07', '7.126195e-06', '6.979178e-07', '1.424595e-05', '5.972917e-05', '2.370382e-05'] |
|           3    |    25    |      2       |  parcial   | 5.432320e-02 | ['3.001445e-06', '2.956128e-07', '4.223437e-07', '2.309262e-07', '5.450517e-07', '3.282807e-07', '1.988083e-06', '2.263606e-07', '2.489201e-05', '5.856864e-06', '4.298730e-07', '3.235436e-07', '6.588734e-07', '4.431554e-07', '5.914797e-07', '5.958255e-07', '6.893923e-07', '2.264341e-06', '5.027831e-07', '3.292473e-07', '7.431713e-07', '9.266109e-08', '9.598013e-07', '3.776018e-06', '3.452255e-08'] |
|           3    |    25    |      2       |  completa  | 5.834550e-02 | ['1.179023e-06', '3.173023e-07', '1.222505e-06', '5.488003e-07', '2.533153e-07', '8.906382e-07', '9.103909e-07', '1.939972e-07', '1.550694e-05', '4.114595e-06', '1.450205e-07', '6.124570e-07', '6.869490e-08', '1.118661e-06', '3.043860e-08', '8.143790e-07', '3.488660e-07', '5.472633e-07', '5.922949e-07', '1.564297e-07', '1.048735e-07', '3.816864e-07', '1.198478e-06', '3.698837e-06', '1.683996e-06'] |
|           4    |    25    |      2       | eliminacao | 5.383600e-03 | ['1.203292e-05', '6.657513e-07', '9.015259e-05', '9.941251e-05', '6.467009e-05', '4.198474e-04', '1.886612e-04', '5.430266e-05', '9.537107e-05', '3.420722e-05', '9.245105e-05', '3.912526e-06', '6.079719e-05', '1.762505e-04', '4.221106e-05', '1.533304e-04', '2.397361e-06', '3.564731e-05', '2.459259e-05', '1.924993e-06', '8.379987e-05', '4.349456e-05', '1.193995e-04', '9.318039e-05', '3.025113e-05'] |
|           4    |    25    |      2       |  parcial   | 5.563370e-02 | ['6.504056e-07', '4.218613e-07', '1.176300e-06', '3.605918e-06', '2.415879e-06', '1.064134e-05', '5.659963e-06', '1.464546e-06', '3.887982e-06', '6.864508e-07', '2.247109e-06', '4.386716e-07', '8.224726e-06', '2.341562e-06', '1.408649e-06', '4.345777e-06', '4.454103e-07', '4.195665e-07', '1.714042e-06', '4.949343e-06', '3.499109e-06', '1.557938e-06', '8.890118e-07', '3.248404e-06', '2.166249e-07'] |
